nom_entreprise,nom_emploi,description_cie,description_job,salaire_min,salaire_max,salaire_avg,ville,departement,contrat,niveau_experience,niveau_etudes,teletravail,competences,date_publication,secteur,nb_employes,url,impact,index_egalite,repartition_genre,company_creation,reference,office_latitude,office_longitude,source
Recrutonsensemble,Responsable Pôle Data (H/F), ,"L'entreprise

Fondée en 2008 à Aix-en-Provence, membre de Bpifrance Excellence depuis 2011 et lauréate de la Promotion 2016 du « Pass French Tech », cette société conçoit, produit et déploie des terminaux mobiles professionnels de contrôle et de traçabilité au service de la sécurité des biens et des personnes. 
En tant qu'intégrateur de système expert, la société propose des solutions complètes clés en main utilisant la RFID, l'IOT et la technologie mobile, pour diverses applications telles que le Suivi Intelligent Des Actifs, la Télématique Embarquée, la Gestion Du Stationnement Sur Voirie, la Traçabilité Logistique, etc.
L'entreprise fournit des formules d'assistance complètes et une expertise en matière de sécurité mobile, de connectivité des données, de gestion des appareils mobiles et d'analyse. 

Missions

En tant que Responsable Pôle Data, vous participerez à la maintenance et à l'amélioration de nos plates-formes ERP (Tryton, OpenERP, etc.) et BI (PowerBI, Metabase, etc.) Vous serez l'interlocuteur des utilisateurs et vous traduirez leurs besoins au plan fonctionnel. Vous accompagnerez l'entreprise dans sa stratégie sur les données, en lien avec votre responsable d'équipe et votre manager, ainsi qu'avec des développeurs externes, et l'ensemble des parties prenantes.

Vos principales missions seront les suivantes :

- Rédaction de spécifications techniques et fonctionnelles.
- Elaboration des plans de tests.
- Participation à toutes les phases de conception projet.
- Proposition de solutions fonctionnelles.
- Réalisation de tâches de maintenances techniques.
- Contribution aux documentations interne et utilisateurs.
- Diffusion d'une information claire auprès des utilisateurs, formation.
- Transfert de connaissances et bonne appropriation des nouveaux processus.
- Développements ponctuels.

Profil recherché

- Au moins 3 années d'expérience dans les domaines de l'ERP et ou de la BI
- Expérience de responsable d'équipe, ou de CDO (Chief Data Officer)
- Connaissances en SI et Bases de Données
- Maîtrise de Tryton, OpenERP, ou d'un logiciel ERP du même type
- Connaissances sur PowerBI, Metabase, ou un logiciel BI du même type
- Utilisation des ETL
- Des connaissances dans les domaines suivants sont appréciées : Linux, Base de données, Développement Python, IA (ex : Copilot, Chat-GPT), Suite Atlassian, RGPD, Logiciels CRM

Compétences :
IA - ERP- Systèmes Linux

Personnalité :
Rigueur - Curiosité - Autonomie - Capacité d'adaptation - Esprit d'équipe

Avantages :
Job au soleil - Esprit Start-up / Taille humaine - Management de proximité - Confiance & Bienveillance",55000.0,60000.0,57500.0,Aix En Provence,13.0,CDI,3 à 4 ans,,,NoneNoneNone,2024-07-19,Conseil pour les affaires et autres conseils de gestion,,https://candidat.francetravail.fr/offres/recherche/detail/178GFCC,,,,,,,,France Travail
Sas K-Lagan France,Data engineer (H/F),"K-LAGAN est une entreprise internationale de conseil spécialisée dans le développement et la mise en œuvre de solutions technologiques avancées. Nous nous engageons à transformer les défis technologiques en opportunités de croissance et d'innovation pour nos clients. Dans le cadre de notre expansion, nous recherchons un Data Engineer talentueux et motivé pour rejoindre notre équipe dynamique.
","En tant que Data Engineer chez K-LAGAN, vous serez responsable de la conception, du développement et de la maintenance de nos pipelines de données. Vous jouerez un rôle clé dans la gestion et l'optimisation de nos flux de données pour garantir leur qualité et leur disponibilité. Vous travaillerez avec une équipe multidisciplinaire pour fournir des solutions de données innovantes à nos clients.

Responsabilités :
Conception et Développement :
Concevoir, développer et optimiser les pipelines de données ETL/ELT.
Intégrer des sources de données variées et structurer des processus de transformation et de chargement des données.
Utiliser des outils et technologies de pointe pour développer des solutions robustes et évolutives.

Gestion des Données :
Assurer la qualité, l'intégrité et la disponibilité des données.
Mettre en place et surveiller les processus de validation des données pour garantir leur exactitude.
Maintenir et améliorer les entrepôts de données et les lacs de données.

Collaboration :
Travailler en étroite collaboration avec les équipes Data Science, Business Intelligence et IT pour comprendre les besoins en données et les traduire en solutions techniques.
Participer aux réunions de planification et aux revues de projet pour assurer une livraison efficace des solutions de données.

Optimisation et Maintenance :
Surveiller et optimiser les performances des pipelines de données.
Résoudre les problèmes techniques et effectuer les mises à jour nécessaires pour maintenir l'efficacité des systèmes de données.
Assurer la maintenance corrective et évolutive des solutions de données.

Documentation :
Documenter les processus, les flux de données et les procédures de gestion des données.
Créer et maintenir la documentation technique pour assurer la continuité et la facilité de maintenance.

Formation :
Diplôme en informatique, en ingénierie, en mathématiques appliquées ou dans un domaine connexe.

Expérience :
Expérience de 1 an minimum en tant que Data Engineer.
Expérience avec des outils ETL/ELT tels que Talend, Informatica, ou Apache NiFi.
Expérience avec les bases de données relationnelles (MySQL, PostgreSQL) et NoSQL (MongoDB, Cassandra).

Compétences Techniques :
Solides connaissances en SQL et en scripting (Python, Java, etc.).
Expérience avec les technologies de stockage de données (Data Warehouses, Data Lakes).
Connaissance des environnements cloud (AWS, Azure, Google Cloud) est un plus.

Compétences Générales :
Excellentes compétences en résolution de problèmes et en analyse.
Capacité à travailler de manière autonome et en équipe.

Pourquoi rejoindre K-LAGAN ?

Environnement de travail stimulant : Travaillez sur des projets innovants avec des technologies de pointe.
Équipe collaborative : Rejoignez une équipe de professionnels passionnés et engagés.
Opportunités de développement : Accédez à des formations continues et à des opportunités de progression de carrière.
Conditions attractives : Bénéficiez d'avantages sociaux, de formations et d'évolutions de carrière.",,,,Niort,79.0,CDI,6 mois à 1 an,,,"Data engineer, Actualiser régulièrement ses connaissances, Analyser, exploiter, structurer des données, Apporter une assistance technique aux équipes, Déterminer des mesures correctives, Enrichir une base de données, Sélectionner, assembler et intégrer des composants informatiques (progiciels, bases de données, développements spécifiques, ...)Faire preuve de rigueur et de précision, Organiser son travail selon les priorités et les objectifsCapacité à planifier, prioriser, anticiper des actions, en tenant compte des moyens, des ressources, des objectifs et du calendrier pour les réaliser.",2024-07-18,"Ingénierie, études techniques",,https://candidat.francetravail.fr/offres/recherche/detail/178FDNT,,,,,,,,France Travail
Nexa Forward,Data Analyst (H/F), ,"Envie d'être plongé.e dans l'univers de l'IA où tout évolue très vite et où les perspectives d'évolutions sont considérables ?
C'est une opportunité idéale si tu es à la recherche d'un Big data engineer et si tu cherches à travailler sur des missions à fortes valeur ajoutées
Nous sommes fiers de l'aventure humaine en interne et avec nos clients & partenaires. Demain, tu pourrais rejoindre cette aventure.
Rejoindre Nexa Forward (ex.Factonics) c'est saisir l'opportunité de travailler sur des missions à la croisée entre l'IA et les enjeux d'industrialisation. Les technologies utilisées en internes et auprès de nos clients en conseils sont : (Kubernetes, AWS, Airflow, Docker.LangChain, Mistral, Cohere.) dans une entreprise en pleine croissance
Nous recherchons un(e) Big Data Engineer talentueux(se) et motivé(e) pour rejoindre notre équipe dynamique. Vous serez responsable de la conception, du développement et de la maintenance de nos solutions de Big Data, en garantissant leur performance, leur scalabilité et leur fiabilité.

Missions :
- Concevoir et développer des pipelines de données robustes et scalables.
- Participer à l'architecture et à la mise en place de plateformes de Big Data.
- Optimiser les performances des systèmes de traitement de données.
- Assurer la qualité des données et leur intégrité.
- Collaborer avec les équipes de data science et de développement pour intégrer les solutions de données dans les produits.
- Surveiller et maintenir les systèmes de données en production.

Compétences Requises :
- Expérience : 1 à 2 ans d'expérience en tant que Big Data Engineer ou dans un rôle similaire.
- Technologies :
o Maîtrise des frameworks Big Data comme Hadoop, Spark, Flink.
o Bonne connaissance des bases de données NoSQL (Cassandra, MongoDB, HBase).
o Expérience avec les outils ETL (Apache NiFi, Talend).
o Compétences en programmation (Java, Scala, Python).
o Familiarité avec les outils de gestion des workflows (Airflow, Oozie).
o Connaissance des environnements cloud (AWS, GCP, Azure).

- Compétences supplémentaires :
o Compréhension des principes de la data gouvernance et de la sécurité des données.
o Capacité à travailler en équipe et à communiquer efficacement.
o Solides compétences en résolution de problèmes et en analyse.

Profil Recherché :
- Tu es en dernière année d'école d'ingénieur ou équivalent universitaire
- Tu as d'excellentes compétences en Python et SQL
- Tu es curieux.se, dynamique et rigoureux.se
- Passionné(e) par les technologies de données et désireux(se) d'apprendre et de s'adapter rapidement aux nouvelles technologies.
- Capacité à travailler de manière autonome tout en contribuant efficacement à une équipe collaborative.
Nexa Forward en détails 
Les entreprises ont besoin d'une nouvelle génération de plateforme d'IA. Nous la développons. Notre force réside dans nos efforts à mettre l'IA au cœur des équipes métiers. Nous facilitons la personnalisation de solutions IA & analytiques pour maximiser l'impact sur le business
Notre plateforme est utilisée au quotidien par des grands comptes (Nestlé, Givaudan, Manutan, Action contre la faim, l'Oréal .) sur des usages exigeants
Bénéfices de rejoindre Nexa Forward
- Travailler auprès de notre fondateur et apprendre auprès profils ayant un parcours d'excellence
- Tu peux avoir un impact sur la qualité de notre produit
- Travailler pour des C-Level et des clients de rayonnement national et international
- Travailler sur les dernières technologies data-science
- Nos locaux privatifs sont situés dans Paris intra-muros
- Salle de sport et détente
- Bien sûr, les avantages de Ticket-restaurant
- Rémunération attractive",39000.0,42000.0,40500.0,Paris,75.0,CDI,2 à 3 ans,,,"Adapter les outils de traitement statistique de données, Présenter et diffuser les résultats des études réalisées, Réaliser une étudeFaire preuve de rigueur et de précision, Prendre des initiatives et être force de proposition, Travailler en équipeCapacité à initier, imaginer des propositions nouvelles pour résoudre les problèmes identifiés ou améliorer une situation. Être proactif.",2024-07-18,Conseil pour les affaires et autres conseils de gestion,,https://candidat.francetravail.fr/offres/recherche/detail/178FCWM,,,,,,,,France Travail
Groupe Kali,Data Scientist H/F (H/F), ,"En tant que Data Scientist, vous serez en collaboration avec les équipes data et métier afin de contribuer à la mise en place des outils data pour répondre aux besoins du projet. 

Votre Mission :
- Identifier et comprendre les besoins des parties prenantes.
-  Proposer des solutions novatrices et pertinentes pour répondre à ces besoins.
- Analyser les données disponibles pour choisir les solutions les plus appropriées, en tenant compte des spécificités des projets.
-  Concevoir, tester et déployer des algorithmes (statistiques, apprentissage automatique, etc.).
-  Assurer le bon fonctionnement de l'infrastructure et des services de données sur le cloud, tout en garantissant l'intégrité des données stockées.
-  Contribuer au développement de nouvelles méthodes d'analyse et d'apprentissage automatique, notamment en intégrant l'intelligence artificielle.
-  Collaborer avec l'ensemble de l'équipe data pour intégrer les solutions proposées.
-  Fournir des conseils proactifs sur les solutions techniques les plus adaptées à l'environnement de travail.
-  Apporter son expertise pour soutenir l'équipe data.

Votre Profil : 
- Vous avez au minimum 4 ans d'expérience avec une expérience significative en Machine Learning/Deep Learning
- Vous avez participé à un projet intégrant l'IA
- Vous justifiez d'une expérience avec GCP et AWS
-  Vous maîtrisez l'anglais couramment afin de travailler dans un contexte international

- Vos compétences techniques :
Cloud : AWS, GCP - Confirmé
BDD : SQL, NoSQL, PostgreSQL - Confirmé
Python - Confirmé
Librairies de Machine Learning - Confirmé
Connaître les algorithmes ML / IA (régression, classification, clusterisation) - Confirmé

- Vos compétences humaines :
Ambitieux
Curieux
Fédérateur, esprit d'équipe
Sérieux

Contexte :
Organisation du travail hybride
Consulting, Mission en clientèle

Vous vous reconnaissez dans cette opportunité ? N'hésitez plus et rejoignez-nous !",40000.0,480000.0,260000.0,Lezennes,59.0,CDI,4 à 5 ans,,,"Python, Adapter les outils de traitement statistique de données, Présenter et diffuser les résultats des études réalisées, Réaliser une veille documentaireOrganiser son travail selon les priorités et les objectifs, Faire preuve de rigueur et de précisionCapacité à planifier, prioriser, anticiper des actions, en tenant compte des moyens, des ressources, des objectifs et du calendrier pour les réaliser.",2024-07-18,Activités des sociétés holding,,https://candidat.francetravail.fr/offres/recherche/detail/178FBSY,,,,,,,,France Travail
Lucky Cart,Business Data Analyst (H/F), ,"DESCRIPTIF DU POSTE

La forte croissance que nous enregistrons et les projets de développement à l'international nous amènent à renforcer notre équipe Business Insight en recrutant un Business Data Analyst (H/F).  

Rattaché(e) à un Lead Business Insight, Vous devrez fournir des analyses chiffrées et des data visualisations, avec une vue stratégique et complémentaire de notre outil de BI opérationnel (bilans de performances de nos campagnes), en exploitant les bases de données de nos clients distributeurs et industriels.

Votre leadership, votre ambition et votre engagement feront de vous une partie intégrante de la forte expansion de Lucky Cart en France et en Europe.

Au cœur de la société, vous collaborerez au quotidien avec toutes les équipes impliquées (marketing, R&D, data et juridique) pour mener à bien vos missions.

MISSIONS

Sous la responsabilité du Lead Business Insight, vous aurez pour missions :

- Faciliter la compréhension du business de Luckycart à travers les données internes en proposant des sujets d'analyse, des mesures ou des solutions permettant d'améliorer la connaissance de nos solutions ou plus largement du marché du drive en France.
- Transcrire de façon précise et compréhensible les demandes business (Sales, Marketing, Communication) en KPI afin de mettre en place des requêtes SQL ou des scripts Python ou d'adresser la demande à l'équipe Dataflow.
- Mettre en place des KPI pertinents pour monitorer et évaluer l'activité de Luckycart et de ses solutions en fonction des besoins en utilisant les connaissances business et techniques.
- Améliorer les outils existants mis en place en interne et proposer de nouveaux outils pour fluidifier le travail de l'équipe BI sur tous les plans (mise à disposition des données, datavisualisation, génération des bilans, transmission de l'information entre les équipes).
- Analyser les bilans de nos campagnes ou les résultats des études basées sur nos bases de données afin de communiquer une information claire, illustrée si besoin, exploitable et opérationnelle.

COMPÉTENCES

- Savoir faire des requêtes SQL (classiques, imbriqués)
- Savoir manipuler de grands volumes de données sous Big Query
- Avoir une sensibilité business et être conscient des besoins/des contraintes pour comprendre et cadrer les demandes des équipes Sales, Marketing, Communication.
- Être curieux, autonome, rigoureux pour aller chercher l'information directement dans les bases Big Data de Lucky Cart.
- Avoir l'esprit d'analyse et critique pour étudier les résultats en lien avec l'objectif et le contexte du travail.
- Savoir communiquer des résultats à l'écrit et à l'oral de manière synthétique ou détaillée pour présenter les demandes et les études aux différentes équipes de Lucky Cart.
- Chercher constamment à élargir et approfondir ses connaissances notamment dans des domaines connexes à la data science, le e-commerce et la distribution,
- Partager les connaissances et compétences acquises avec les membres de l'équipe par des canaux officiels et informels,
- Démontrer la capacité à collaborer avec des personnes d'autres disciplines.
- Autonomie, organisation, bonne communication.

COMPÉTENCES SOUHAITABLES

- Avoir des connaissances de l'environnement Google (Looker, BigQuery)
- Avoir des connaissances de Python
- Avoir des connaissances de la grande distribution
- Avoir des connaissances de solutions SQL ou de datavizualisation
- Avoir des connaissances de Looker.

PROFILS

- Bac +5,
- École d'ingénieur ou grande école d'informatique, Phd (CIFRE) ou Master Recherche,
- Anglais courant,
- Une bonne connaissance du secteur des FMCG est un vrai plus.
- 3 ans d'expérience mini en tant que business data analyst.

LES PLUS

- Un poste clé à très forte valeur ajoutée puisqu'au cœur de la stratégie de développement de Lucky Cart
- Une ambiance de travail ""startup"" (Work Hard / Play Hard), fun et dynamique",,,,Paris,75.0,CDI,3 à 4 ans,Bac +5 et plus ou équivalents,,"Adapter les outils de traitement statistique de données, Présenter et diffuser les résultats des études réalisées, Réaliser une étudeFaire preuve de rigueur et de précision, Faire preuve de leadership, Respecter ses engagements, assumer ses responsabilitésNone",2024-07-18,Édition de logiciels applicatifs,,https://candidat.francetravail.fr/offres/recherche/detail/178DYHN,,,,,,,,France Travail
Metarom France,Data engineer (H/F), ,"Alternance - MIAGE - DATA - Développement - Amélioration continue - Processus
Alternance
 
 
NOTRE ENTREPRISE
 
PME industrielle en croissance continue, METAROM France est une entreprise de création, fabrication et distribution de solutions aromatiques et de caramels. Basée à Boves, près d'Amiens, sur un site où travaillent 150 collaborateurs, METAROM France commercialise ses produits dans une soixantaine de pays. METAROM France est la filiale française de METAROM GROUP qui sert des clients de la zone EMEA majoritairement. 
  
Chez Metarom, les histoires de goût, nous connaissons et depuis sa création en 1953, nous cultivons celui de l'aventure, de l'audace...et celui de la passion pour nos clients ! 
Concepteurs de goûts, notre objectif est avant tout d'offrir à nos clients des produits respectant leurs exigences avec le plus de créativité possible. 
  
METAROM France relève le défi de créer des solutions aromatiques adaptées à chaque demande. Nos aromaticiens s'inspirent de la Nature et des tendances alimentaires pour développer des solutions gustatives en phase avec les attentes clients et celles de leurs marchés. 
 
Nous cultivons aussi la passion du caramel : aujourd'hui nous continuons à promouvoir cette saveur authentique, toujours très appréciée des consommateurs. Notre savoir-faire, acquis au fil du temps, repose sur la connaissance approfondie des ingrédients et la juste maîtrise de la caramélisation.
 
Collaborateurs passionnés, nous mettons une énergie particulière au développement de produits innovants. Chaque jour, notre équipe dédiée met en œuvre ses compétences et sa créativité pour offrir des solutions fonctionnelles et toujours plus gourmandes.

METAROM France est membre du réseau BPI Excellence.

LES MISSIONS 

Vous serez rattaché(e) à la Cheffe de projets Data au sein de la Direction Générale.
En nous rejoignant, vous aurez pour missions principales de :
- Participer à l'élaboration de la stratégie d'intégration de la donnée et à la structuration de son cycle de vie
- Participer à la mise en place de la gouvernance de données
- Assurer la rédaction et normalisation des livrables
- Optimiser et simplifier les processus en lien avec l'amélioration continue

Vous participerez aux rituels de l'équipe et serez accompagné(e) par la cheffe de projet DATA. 

Vous êtes force de proposition et appréciez le travail collaboratif, n'hésitez pas à postuler !


VOTRE PROFIL
Etudiant(e) en Bac +4/5, vous suivez un cursus Master en mathématique / Statistiques / Big data / Data sciences ou IA et vous souhaitez poursuivre votre scolarité en apprentissage. 
Nous recherchons une personne autonome, dynamique, rigoureux/se, organisé(e), polyvalent(e) et capable de prendre des initiatives. Vos capacités relationnelles, d'analyse, de rédaction et d'adaptation seront des clés pour réussir dans ce poste. Votre capacité à vous organiser et planifier votre activité sera nécessaire pour mener à bien les différentes missions qui vous seront confiées en simultané.

Poste à pourvoir à partir du 1er septembre 2024, contrat d'apprentissage pour une durée de 1 an.",,,,Boves,80.0,CDD,Débutant·e accepté·e,,,"NoneFaire preuve de rigueur et de précision, Organiser son travail selon les priorités et les objectifsCapacité à planifier, prioriser, anticiper des actions, en tenant compte des moyens, des ressources, des objectifs et du calendrier pour les réaliser.",2024-07-18,Fabrication d'huiles essentielles,,https://candidat.francetravail.fr/offres/recherche/detail/178DTTF,,,,,,,,France Travail
Nan,Opérateur / Opératrice de saisie  DATA(H/F), ,"Vous serez en charge de la saisie de données sur informatique. 
Vous maîtrisez le Français à l'écrit et à l'oral. 
Vous possédez des appétences pour le digital et vous avez envie d'apprendre un métier riche. 
Missions:
Contrôler la conformité des documents numériques
Aptitude à comprendre les process du client
Bonne maîtrise de l'outil informatique et bureautique
Saisie de documents numériques

Vous maitrisez le clavier numérique impérativement. Travail en open space

Vous travaillerez du lundi au vendredi, amplitudes horaires: 6h30/14H20 ou 18h00/01H50
1 samedi par mois travaillé 

Heures supplémentaires les dix premiers jours du mois payées ou récupérées 

Formation interne assurée",,,,Lescar,64.0,CDD,6 mois à 1 an,Bac ou équivalent,,"NoneFaire preuve de rigueur et de précision, Gérer son stressCapacité à garder le contrôle de soi pour agir efficacement face à des situations irritantes, imprévues, stressantes.",2024-07-18,"Traitement de données, hébergement et activités connexes",,https://candidat.francetravail.fr/offres/recherche/detail/178DNSY,,,,,,,,France Travail
Sncf Gare De St Denis Stade De France,Ingénieur ou ingénieure d'études en Génie Electrique et DATA (H/F), ,"Description de l'employeur
SNCF est l'un des premiers groupes mondiaux de mobilité et de logistique, avec une présence dans 120 pays, 33,5 milliards d'euros de chiffre d'affaires et plus de 260 000 collaborateurs.

Répartis sur tout le territoire national, 32 000 collaborateurs assurent la maintenance et les travaux du réseau. Ils ont pour mission de surveiller, entretenir et moderniser les infrastructures ferroviaires.

La Direction Technique de l'Ingénierie est la plus grande ingénierie ferroviaire nationale, au cœur de l'innovation du système ferroviaire. Nous sommes basés à Saint Denis (93), nos défis ont du sens et nos activités couvrent l'ingénierie du monde ferroviaire d'aujourd'hui et de demain. Nous sommes plus de 1 000 collaboratrices et collaborateurs et nous contribuons à la transformation de SNCF Réseau et du transport ferroviaire au service de tous.

SNCF Réseau recrute pour sa Direction Technique de l'Ingénierie !
50 postes d'Ingénieurs & Cadres à pourvoir, MAINTENANT !
Etude, Conception, Réalisation, Expertise, Projets, Produits & Systèmes ferroviaires.
Débutants, confirmés, séniors.
Labellisé « Top Employer 2024 », SNCF favorise l'intégration de ses collaborateurs, prône la diversité et les accompagne dans leur évolution de carrière.

Vous aurez accès :

à des possibilités d'évolution professionnelle multiples dans une entreprise prônant la diversité et attentive au bien-être de ses agents 
Pour en savoir plus surnotre package de rémunération, rendez-vous dans la rubrique ""Travaillez chez SNCF""

Description du poste
Nos activités
Les activités que nous réalisons pour nos clients et sur lesquelles vous pourrez évoluer, couvrent la production de prestations d'ingénierie en :

- études, développements, expertises, conseils, aussi bien en matière de conception, d'intégration, de maintenance, de surveillance et de recyclage de produits et systèmes liés à l'infrastructure, ainsi que d'admission de matériel roulant sur le réseau 
- intégration de l'éco-conception et de l'économie circulaire comme vecteurs de performance et d'innovations au service des projets ferroviaires 
- développement, identification et animation des compétences & référentiels techniques métiers nécessaires à la performance et au maintien en conditions opérationnelles du Réseau 
- animation et contribution aux instances de normalisation européenne et à la réglementation technique en France et à l'international, pour des réseaux ferrés plus ouverts, plus performants et plus sûrs .

Nos enjeux :
Le sens du service client et les transitions (mobilité, énergie, digitale) 

- faciliter la mobilité ferroviaire de tous, au juste coût, en France et en Europe 
- contribuer à la transition écologique
- participer aux défis de modernisation, d'automatisation et de transformation numérique du Réseau
- œuvrer à la résilience et au renouveau du Réseau existant. 

Dans le cadre de votre mission, vous serez amené à élaborer, proposer et garantir la cohérence des stratégies industrielles et techniques afin d'assurer un haut niveau de sécurité sur le réseau. Pour ce faire, et en fonction de votre profil et de votre expérience, des formations pourront vous être proposées.

Possibilité de télétravailler jusqu'à 10 jours par mois, lorsque c'est compatible avec vos missions.


Profil recherché
Vous recherchez un premier poste ?

Vous êtes diplômé(e) Master, Ingénieur(e)s, en génie électrique, informatique industrielle, électronique, télécom, data analysis, traitement du signal, .. 

Vous avez de l'expérience à partager ?

En production d'études, d'expertise, en développement de produits & systèmes pour la conception, la réalisation, l'entretien et/ou la supervision de l'infrastructure ferroviaire 
En pilotage et gestion de projets innovants, techniques, en systèmes d'information industriels, télécom, complexes & à forts enjeux 
Nos autres besoins :
Responsable technique",,,,Seine Saint Denis,93.0,CDI,3 à 4 ans,,,"Concevoir et gérer un projet, Recueillir et analyser les besoins clientFaire preuve de rigueur et de précision, Organiser son travail selon les priorités et les objectifs, Travailler en équipeCapacité à planifier, prioriser, anticiper des actions, en tenant compte des moyens, des ressources, des objectifs et du calendrier pour les réaliser.",2024-07-18,Transport ferroviaire interurbain de voyageurs,,https://candidat.francetravail.fr/offres/recherche/detail/178DLWW,,,,,,,,France Travail
Sas K-Lagan France,DATA ANALYST DATAIKU (H/F), ,"Chez K-LAGAN, nous sommes à la recherche d'un-e Développer Dataiku à Tours (H/F) pour renforcer notre équipe de consultants.

Mission avec un de nos clients dans le secteur de l'assurance basé à Tours, (possibilité de télétravail après l'intégration et la période d'essai chez notre client).

 

Environnement : Tableau + SAS + Dataiku + SQL.

 

Conditions, rémunération et reste d'advantages ouvertes à négociation selon profil et expertise.


Métier(s) de référencement
Data analyst - Data scientist
Description du profil
 

 

Compétence :

Bonne Capacité rédactionnelle

Bon relationnel (échange avec les métiers)

+ 2 ans d'expérience,

 





 Rémunération et conditions très intéressantes, selon profil.

 Projet et missions au sein d'une équipe et société en évolution.

 Durée mission : 1 an (minimum).

 Formations et suivi de carrières.

 Télétravail (mi-temps)

 

Nous offrons :

Contrat à durée indéterminée

Teambuilding

Rtt

Événements festifs organisés par l'entreprise (repas d'été, repas de Noël, journée de solidarité

Suivi régulier

Formation (technologie, langues, cours de formation, certifications...)

 
",,,,Tours,37.0,CDI,2 à 3 ans,,,"Adapter les outils de traitement statistique de données, Présenter et diffuser les résultats des études réalisées, Réaliser une étudeFaire preuve de rigueur et de précision, Prendre des initiatives et être force de proposition, Travailler en équipeCapacité à initier, imaginer des propositions nouvelles pour résoudre les problèmes identifiés ou améliorer une situation. Être proactif.",2024-07-18,"Ingénierie, études techniques",,https://candidat.francetravail.fr/offres/recherche/detail/178DKCZ,,,,,,,,France Travail
Lsa Ressources,Data Analyst Marketing H/F (H/F), ,"Au sein du Département Marketing, composé de son Directeur, d'un responsable Data, d'un Data Analyst, d'un responsable projets Webmarketing, de trois chefs de projets Webmarketing, d'un chef de projets Trade marketing, d'un responsable Partenariats, d'un responsable marketing digital, d'un responsable communication, d'un chef de projets communication et un community manager, vous menez les missions récurrentes d'analyse de données et assurez le maintien opérationnel de nos processus de traitement de données.

Missions principales

Analyse de Données :
- Manipulation d'un dataset riche en variables et temporalité, provenant de divers canaux (email, Google Analytics, formulaire en ligne, TV, call-center, ..).
- Maîtrise quotidienne des requêtes SQL dans une vaste base de données.

Data Visualization et Aide à la Décision :
- Utilisation d'outils de Data Visualization (Tableau Software) pour fournir une aide à la décision à la direction Marketing.
- Mise à jour hebdomadaire et mensuelle des rapports.
- Réalisation d'études ad hoc (profiling de prospects, analyse de conversion).
- Analyse des réponses aux questionnaires.

Segmentation Clients et Environnement Cloud :
- Mise en place de la segmentation de la base clients en termes de caractéristiques et de bassins de vie.
- Découverte de l'environnement cloud, notamment sur Google Cloud Platform (GCP).

Vision Transverse du Métier de Courtier en Assurance :
- Participation à des projets transversaux pour comprendre le métier de courtier en assurance dans son ensemble.

Profil recherché

De formation supérieure, vous avez validé un M2 d'une formation spécialisée en statistiques, Ingénierie mathématique, actuariat ou études quantitatives (ENSAE, Master 2.).
Vous maitrisez parfaitement Microsoft Office.
Vous possédez des compétences avancées en langage SQL (Oracle/MySQL).
Vous utilisez également la solution d'analyse et de visualisation de données Tableau.
Vous avez déjà pratiqué quelques modèles de Machine Learning (Kaggle par exemple)
Vous avez de bonnes qualités rédactionnelles et relationnelles, êtes à l'aise avec les chiffres bien sûr, faites preuve de curiosité, de volonté, et surtout d'une très grande rigueur.
Dynamique, autonome et polyvalent, vous aimez vous investir dans une mission riche où on vous confie des responsabilités. Vous avez un goût pour le travail certain et êtes très organisé : vous savez et aimez réaliser de nombreuses tâches en même temps.

Type de contrat
CDI - Temps plein
Du lundi au vendredi
Travail en journée",,,,Rueil Malmaison,92.0,CDI,Débutant·e accepté·e,Bac +5 et plus ou équivalents,,"Adapter les outils de traitement statistique de données, Présenter et diffuser les résultats des études réalisées, Réaliser une étude, Machine Learning , Microsoft Office, SQL Faire preuve de rigueur et de précision, Travailler en équipeNone",2024-07-18,Autres activités de soutien aux entreprises n.c.a.,,https://candidat.francetravail.fr/offres/recherche/detail/178DHWP,,,,,,,,France Travail
Infogene Nord,Data analyst, ,"En tant que Data Analyst (F/H), venez renforcer notre équipe lilloise en participant aux activités suivantes :

Construire des reportings 
Elaborer les requêtes SQL permettant la création de KPI
Challenger les requêtes existantes pour aider à développer la performance
Ajuster les reportings aux besoins des métiers
Interlocuteur DATA dans le cadre de la mise en œuvre de projets métiers

Environnement technique : SQL, GCP Big Query, Python, Jira, Power BI, LookerStudio
Poste à pourvoir dans la métropole lilloise.

Un niveau d'anglais courant est indispensable.
Des notions de chinois sont un avantage.",34000.0,37000.0,35500.0,Lille,59.0,CDI,Débutant·e accepté·e,Bac +5 et plus ou équivalents,,NoneNoneNone,2024-07-18,Conseil pour les affaires et autres conseils de gestion,,https://candidat.francetravail.fr/offres/recherche/detail/178DHKR,,,,,,,,France Travail
