nom_entreprise,nom_emploi,description_cie,description_job,salaire_min,salaire_max,salaire_avg,ville,departement,contrat,niveau_experience,niveau_etudes,teletravail,competences,date_publication,secteur,nb_employes,url,impact,index_egalite,repartition_genre,company_creation,reference,office_latitude,office_longitude,source
AGENCE DE L'EAU BOCAGES NORMANDS,Assistant(e) d'études  (H/F), ,"L'Agence de l'eau Seine-Normandie agit pour la protection de l'eau, la biodiversité et l'adaptation au changement climatique.
C'est un établissement public de l'État sous tutelle du ministère de la transition écologique.
La Direction Territoriale et Maritime des Bocages Normands (DTMBN) couvre les bassins versants des cours d'eau se jetant à la mer entre le Mont Saint Michel à l'ouest et l'estuaire de la Seine à l'Est. Elle est organisée en 3 services dont 2 services territoriaux sont dédiés aux opérations aidées (Service Manche et Service Calvados-Orne) et 1 service dédié aux recouvrement des redevances, à la performance épuratoires des ouvrages et à la connaissance de la pression sur les milieux (Service Connaissance et Redevances).

Les deux services dédiés aux opérations gèrent l'instruction des dossiers techniques depuis l'origine des projets et les demandes d'aides jusqu'au paiement de ces aides. Ce poste sera situé au sein du service Calvados-Orne (SCO).

Définition des fonctions      

 Les chargés d'opérations des services territoriaux ainsi que les chargés d'études du Service Connaissance et Redevances sont amenés à instruire des aides qui nécessitent de la part du bénéficiaire de l'aide, la fourniture de données sous un format définit au moment du solde de l'aide.

Afin de valoriser ces données, il est nécessaire de les intégrer dans différentes bases de données qu'il s'agisse de celle l'agence de l'eau ou d'un autre service de l'Etat sous un format qu'il faut parfois adapter.

Ainsi, l'Assistant(e) d'études sera en charge de la vérification et de l'intégration des données concernant :

- Les haies financées (données SIG) dans la base de données de la DREAL Normandie (Géoportail de l'urbanisme),

- Les obstacles à l'écoulement dans le référentiel de l'Office Français de la Biodiversité à partir des fiches de synthèse de la Cellule d'Animation Technique sur l'Eau et les Rivières du Calvados, de l'Orne et de la Manche (CATER COM),

- Les analyses issues des réseaux de suivis départementaux pour l'année 2023 ainsi que les analyses issues d'études ponctuelles dont les suivis renforcés sur les captages d'eau potable dans le cadre des études des aires d'alimentation de captages, dans la base de l'agence de l'eau LYXEA.
Liste des pièces requises pour le dépôt des candidatures:
CV et lettre de motivation
Date de fin de publication du poste: 31-07-2024
Date prévisionnelle de prise de poste: 01-09-2024



",,,,Caen,14,CDD,Débutant·e accepté·e,Bac +2 ou équivalents,,"Gérer et maitriser des bases de données (SQL/NoSQL), Enrichir une base de données, Capacité rédactionnelle, Connaissances en informatique, Connaissances base de données et SIG, Connaissances de la gestion de l’eau en France, Capacité d’expression orale, Capacité d’analyse et de synthèseFaire preuve de réactivité, Travailler en équipeNone",2024-07-03,Administration publique (tutelle) des activités économiques,,https://candidat.francetravail.fr/offres/recherche/detail/177HMKF,,,,,,,,France Travail
ESKIMOZ,Data Engineer H/F (H/F), ,"Intégré à l'équipe Data, tu seras responsable de la création des connecteurs de données et de la collecte de données sur BigQuery en utilisant des outils tels que GitHub Actions, Google Cloud Platform (Artifact Registry, Cloud Run, Cloud Scheduler).

Tu travailleras en étroite collaboration avec l'équipe de développement et les autres membres de l'équipe pour développer, tester et déployer des solutions de collecte de données efficaces et fiables 
Ce rôle t'offrira une opportunité unique de contribuer à des projets de données d'envergure et de développer des compétences en ingénierie de données et en développement Python dans un environnement professionnel.

Concrètement, tes missions seront les suivantes :

- Créer et maintenir les connecteurs de données nécessaires pour collecter les données à partir de différentes sources vers BigQuery.

- Collaborer avec l'équipe de développement pour concevoir, développer, tester et déployer des solutions de collecte de données basées sur Python et les meilleures pratiques d'ingénierie de données.

- Utiliser les outils de Google Cloud Platform (GCP) tels que Artifact Registry, Cloud Run et Cloud Scheduler pour déployer et automatiser les flux de travail de collecte de données.

- Collaborer avec les autres membres de l'équipe pour comprendre les besoins en données et garantir la qualité, la fiabilité et la sécurité des données collectées.

- Résoudre les problèmes et les défis techniques liés à la collecte de données et aux connecteurs de données, en proposant des solutions et en effectuant des tests pour valider les performances et la qualité des données collectées.

- Documenter les processus de collecte de données, les connecteurs de données et les flux de travail automatisés pour faciliter la maintenance et la compréhension des solutions de collecte de données.

Les + : 

- Expérience préalable dans le développement de connecteurs de données ou de flux ETL.

- Connaissance des meilleures pratiques de développement Python, des bibliothèques de traitement de données telles que Pandas, et des outils de développement comme PyCharm ou Visual studio code.

- Expérience avec l'utilisation des services de Google Cloud

Notre offre :

- Type de contrat : CDI

- Rémunération : Selon profil

- Avantages : carte Swile pour les repas, remboursement des frais de transports à hauteur de 50%, télétravail partiel possible

- Date de démarrage : septembre 2024

Pourquoi nous rejoindre ? 

- Tu travailleras dans une ambiance bienveillante avec de l'autonomie

- Tu rejoindras une entreprise en forte croissance qui ambitionne de devenir un leader européen

- Tu travailleras dans un environnement multiculturel

- Tu bénéficieras de supers avantages : set up pour travailler dans les meilleures conditions, afterworks/teams buildings réguliers, corbeille de fruits et snacks hebdomadaires


Profil recherché : 

- Bac +5 en informatique, en génie logiciel, en génie des données ou dans un domaine connexe.

- Bonne connaissance de la programmation en Python.

- Familiarité avec les outils de gestion de code tels que Git et les plateformes de collaboration de code comme GitHub.

- Connaissance des concepts d'ingénierie de données tels que l'extraction, la transformation et le chargement (ETL) des données.

- Familiarité avec les services de Google Cloud Platform (GCP) tels que BigQuery, Artifact Registry, Cloud Run et Cloud Scheduler, ou la capacité d'apprendre rapidement ces technologies.

- Capacité à travailler de manière autonome et à s'adapter à un environnement en évolution rapide.

- Excellentes compétences en résolution de problèmes et en communication.

- Anglais professionnel (à l'oral et à l'écrit).",,,,Boulogne Billancourt,92,CDI,6 mois à 1 an,,,"Analyser, exploiter, structurer des donnéesNoneNone",2024-07-04,Programmation informatique,,https://candidat.francetravail.fr/offres/recherche/detail/177KWZM,,,,,,,,France Travail
VINCI CONSTRUCTION SI,Analyste Data Intégration (F/H) (H/F), ,"QUI SOMMES-NOUS ?

Rejoindre les équipes de VINCI Construction SI, c'est participer à la transformation digitale du Groupe au service des utilisateurs.

Nos missions sont de moderniser nos outils de gestion, nos applications métiers, améliorer la cybersécurité et nos infrastructures IT. Nous travaillons sur l'adoption de nos outils par les utilisateurs et souhaitons construire le futur numérique (IA, BIM, IOT.).

Pour les plus curieux/se, n'hésitez pas à vous rendre sur notre page JobTeaser ainsi que notre page LinkedIn et suivez-nous !

VOS MISSIONS ET VOS CHALLENGES CHEZ VINCI CONSTRCTION SI :

Rattaché(e) à l'équipe Data Intégration de la DSI, vous travaillerez dans une équipe de 31 personnes.

Vos missions s'articuleront autour des axes suivants :

- Assurer le bon fonctionnement des projets Data Intégration en production et traiter les incidents

- Suivre les demandes d'évolution des projets déployés, et participer à leur réalisation

- Piloter les plateformes de demandes d'évolution et d'incidents

- Assurer l'évolution et l'application de la méthodologie RUN Data Intégration

- Développer des interfaces du périmètre Data Intégration

- Être proactif et force de proposition pour l'amélioration continue du RUN Data Intégration

- Assurer une bonne communication avec le métier et les fonctionnels IT sur le suivi de leurs demandes d'évolution et sur les incidents

- Monitoring actif des plateformes Data Intégration et des différents projets déployés, afin de détecter très rapidement d'éventuels anomalies.

- Déclarer les mises en production dans les outils centraux et participer aux comités de validation.

- Piloter le projet de construction des tableaux de bord métier (Power BI) sur l'état des interfaces Data Intégration en production, et en assurer la maintenance.

ET SI C'ETAIT VOUS ?

De formation supérieure Bac+5 généralistes ou informatique, vous avez :

- Deux ans d'expérience sur la gestion de projets RUN Data Intégration ou équivalent

- Une maitrise des méthodologies de gestion de projets en V et Agile

- Une connaissance des fondamentaux ITIL

- Une bonne connaissance des outils Middleware (ETL/ESB) de type Informatica Cloud ou Talend

- Opéré ou êtes familier avec la notion d'API Gateway

- Utilisé des outils de suivi de projet de développement (Azure DevOps, Redmine, Atlassian, .)

- Utilisé ou paramétré des outils ITSM de gestion/suivi de demandes de service (Easyvista / Servicenow / Glpi)

- Une très bonne écoute, un bon relationnel ainsi que de bonnes facultés d'expression sont nécessaires

- Vous parlez couramment anglais et serez amené(e) à animer des réunions en anglais

- Vous aimez travailler sur des projets innovants ayant une forte proximité avec le métier

- Qualités personnelles : Empathique, rigoureux(se), curieux(se), doté(e) d'un bon sens organisationnel, forte capacité à travailler en équipe, sens du service, esprit d'analyse et de synthèse, sens de l'organisation et une culture de résultat

Localisation : L'Archipel Campus de VINCI / Nanterre-Préfecture

Contrat : CDI

Les + : un abondement PEG, mutuelle, prévoyance, remboursement Navigo à hauteur de 70% et/ou place de parking, avantage mobilité durable, RIE (participation de l'employeur), CSE.",468000.0,468000.0,468000.0,Nanterre,92,CDI,2 à 3 ans,,,NoneNoneNone,2024-07-04,Conseil en systèmes et logiciels informatiques,,https://candidat.francetravail.fr/offres/recherche/detail/177KVSF,,,,,,,,France Travail
MINISTERE DU TRAVAIL DE LA SANTE ET DES ,Data Analyst (H/F), ,"Description du poste
Titulaire du poste, vous participerez activement aux travaux et études du département. Ces travaux cibleront notamment l'expérimentation Territoire zéro chômeur de longue durée (TZCLD) pendant l'année 2025, mais aussi possiblement le Contrat d'engagement jeunes (CEJ), dispositif d'accompagnement des jeunes lancé en mars 2022, ou encore les autres sujets du département en fonction des besoins (notamment emplois aidés ou autres dispositifs d'insertion dans l'emploi). 
Vous participerez à l'exploitation des données administratives disponibles sur ces dispositifs afin de mener à bien, conjointement avec d'autres membres du département, leur suivi et évaluation. 
Ces travaux s'appuieront sur les bases produites par la Dares, notamment les appariements entre sources de données administratives exhaustives rassemblant les fiches de paie (DSN), les données de France Travail (ex Pôle emploi) et des missions locales, les données de la formation professionnelle, et/ou les données sur la perception de minima sociaux (appariements Midas et Force).
Vous participerez à l'animation du Comité Scientifique TZCLD (suivi d'appels à projet de recherche qualitatifs et quantitatifs, supervision de travaux menés par des prestataires extérieurs - notamment des travaux d'analyse coût-bénéfice, rédaction du rapport du comité scientifique, organisation des réunions du Comité Scientifique, et plus largement partage du rôle de secrétariat du Comité Scientifique TZCLD avec France Stratégie). 
Ces travaux d'analyse peuvent donner lieu à des valorisations dans différentes publications, principalement dans les collections de la Dares et lors de présentations à des séminaires. 

Vous pourrez également contribuer aux travaux de production d'indicateurs du département, réguliers ou en réponse à des sollicitations extérieures (cabinet du ministère, autres directions opérationnelles comme la DGEFP, partenaires, etc.), en soutien à d'autres membres du département. Une bonne maîtrise de la programmation en R est nécessaire.

Vous communiquerez sur vos résultats et vos méthodes de façon pédagogique, à l'écrit (notes, publications...) et à l'oral (participation à des séminaires, présentations aux acteurs de terrain ou au monde académique, etc).

Profil recherché :
***: ""Expertise"" Savoir agir dans un contexte complexe, faire preuve de créativité, trouver de nouvelles solutions, former d'autres agents, être référent dans le domaine.

** : ""Maîtrise"" Mettre en oeuvre la compétence de manière régulière, corriger et améliore le processus, conseiller les autres agents, optimiser le résultat.

* : ""Application"" Savoir effectuer, de manière occasionnelle ou régulière, correctement les activités, sous le contrôle d'un autre agent, savoir repérer les dysfonctionnements.

° : ""Notions"" Disposer de notions de base, de repères généraux sur l'activité ou l processus (vocabulaire de base, principales tâches, connaissance du processus, global.)

Connaissances :

- Méthodes d'analyse statistique ***

- Économétrie avancée **

- Programmation avec des logiciels statistiques : en priorité R, mais d'autres logiciels sont possibles (Stata, SAS) ***

- Analyse coût-bénéfice : *

- Connaissance du système socio-fiscal : *

- Politiques de l'emploi et dispositifs d'insertion professionnelle °

- Méthodes quantitatives d'évaluation des politiques publiques °

Savoir être :
- Esprit d'initiative et force de proposition ***

- Sens de l'autonomie: rendre compte régulièrement et efficacement de son travail ***

- Capacité d'adaptation et de réactivité, souplesse ***

- Savoir animer un projet et échanger avec des partenaires au profil divers ***

- Savoir travailler en équipe, notamment avec une partie des effectifs en télétravail ***

- Sens de l'analyse et de la pédagogie ***

- Rigueur

Comme tout agent du service statistique public, vous êtes soumis.e au secret statistique.",,,,Paris,75,CDD,Débutant·e accepté·e,,,"Adapter les outils de traitement statistique de données, Présenter et diffuser les résultats des études réalisées, Réaliser une étudeFaire preuve de rigueur et de précision, Prendre des initiatives et être force de proposition, Travailler en équipeCapacité à initier, imaginer des propositions nouvelles pour résoudre les problèmes identifiés ou améliorer une situation. Être proactif.",2024-07-04,Administration publique générale,,https://candidat.francetravail.fr/offres/recherche/detail/177KQSH,,,,,,,,France Travail
SIB,Concepteur Développeur / Conceptrice Développeuse Data (H/F), ,"Jean-Luc recherche pour intégrer son équipe de Développement Data, un(e) Concepteur Développeur Data (F/H) à Rennes.
Cette équipe composée de 15 personnes est chargée du développement d'un module d'exploitation de données médicales du DPI Sillage (dossier patient informatisé) et de la solution décisionnelle Magellan.

Votre quotidien :
-    Vous participez à la conception de solutions data dans le domaine de la santé.
-    Vous développez des flux ETL, des traitements de données, des outils de data visualisation (avec des technologies telles que Plotly Dash, SAP BI ou équivalent), et implémentez des modélisations en python (calculs d'indicateurs statistiques, datas sciences et machine learning).
-    Vous participez activement aux projets d'innovation conduits par l'équipe SIB dédiée, dans les thématiques de l'Intelligence Artificielle et des nouveaux entrepôts de données.
-    Vous êtes en relation avec les consultants data, les product owners et certains utilisateurs administratifs ou soignants du monde hospitalier (documentation, présentation de solution, maintenance curative et corrective, support niveau 3).

 Notre environnement :

-    ETL : Semarchy xDI.
-    Data visualisation : Plotly Dash, SAP BI 4.3, Superset.
-    Langages : principalement python3, SQL mais aussi : HTML5, CSS, javascript, java11.
-    VCS et forge : GIT et gitlab.
-    Bases de données : principalement ORACLE (SQL) mais aussi Elasticsearch (SQL).
-    OS : Linux et Windows.

Parlons de vous maintenant !
Vous êtes titulaire d'un diplôme d'ingénieur ou Master 2 en informatique avec option data et vous avez déjà mis en pratique vos connaissances en architecture de gestion des données (datawarehouse, décisionnel, bases de données SQL/NoSQL.), et mis en œuvre des flux data au moyen d'un ETL. Vous maîtrisez les langages de développement adaptés aux traitements de données (SQL notamment en environnement ORACLE, Python, pandas, .) ainsi que les statistiques et les techniques utilisées en datasciences et IA. Vous savez travaillez en équipe, en autonomie et les méthodes de développement Agile vous sont familières.

D'un naturel curieux, tant sur le plan technique que fonctionnel, vous appréciez de faire évoluer votre produit pour qu'il reste performant.
Vote rigueur et votre capacité d'analyse, alliées à votre aisance relationnelle, vous permettront de restituer et de communiquer efficacement avec vos différents interlocuteurs.



Et enfin, pourquoi rejoindre le SIB :
 45 jours de congés minimum par an.
 3 jours de télétravail possible par semaine indemnisé (2.88€/jour).
 180€ par mois crédités sur votre carte tickets restaurant (+50% payé par le SIB).
 75% de votre abonnement de transport payé par le SIB (bus, métro, train).
 Avantages sociaux et familiaux : chèques vacances / culture / sport, billetterie, vacances enfant...
Une référente handicap vous accompagne lors de votre intégration et tout au long de votre carrière au SIB pour une meilleure inclusion professionnelle.
 
Qui sommes-nous ?
Nous sommes un acteur public du numérique qui accompagne 630 établissements de santé et collectivités dans leur transformation numérique.
Expert dans la conception et la mise en place de projets numériques, le SIB s'appuie sur une large offre de services numériques et des expertises fonctionnelles, techniques et métiers reconnues (développement, intégration et déploiement de progiciels, hébergement et infogérance de systèmes d'information, interopérabilité, cybersécurité, protection des données, dématérialisation, formation, . ) pour répondre aux enjeux et besoins de ses adhérents et clients.
Certifié hébergeur de données de santé à caractère personnel (HDS) et ISO 9001 pour l'ensemble de ses activités, le SIB est également tiers-archiveur agréé. Le SIB a positionné la Responsabilité Sociétale et Environnementale (RSE).",35000.0,40000.0,37500.0,Rennes,35,CDI,4 à 5 ans,Bac +5 et plus ou équivalents,,"Déterminer des mesures correctives, Recueillir et analyser les besoins client, Rédiger un cahier des charges, des spécifications techniques, Analyser, exploiter, structurer des données, Coder, Intégrer des outils IA/Data ScienceFaire preuve de rigueur et de précision, Travailler en équipeNone",2024-07-04,Administration publique générale,,https://candidat.francetravail.fr/offres/recherche/detail/177KMRT,,,,,,,,France Travail
,Data Ingénieur H-F (H/F), ,"Rejoignez les équipes de la Data Factory d'Abeille assurances ! Au sein de cette direction composée d'une 40aine de collaborateurs, l'enjeu pour vous sera de gérer les plateformes Data pour les rendre disponibles et accessibles au business ! Ainsi, vous contribuez à la modernisation du SI Data, accompagnez les directions métiers dans la mise en œuvre de leur besoin en termes de données, et assurer la disponibilité des services au quotidien.

A ce titre, vos missions principales sont les suivantes :  

    Mise en place et maintenance des architectures décisionnelles en intégrant des nouveaux outils ou services en conformité avec la stratégie d'entreprise. A ce titre vous serez amené à tester des solutions (benchmark/POC), à coordonner ou être lead technique Data pour des projets d'intégration et de déploiement de solution en fonction de votre expérience, documenter les divers aspects y compris des best practice et normes d'utilisation, ainsi que développer des outillages facilitant l'intégration ou l'industrialisation des nouvelles applications.

    Mise en place de nouvelles interfaces techniques pour des sources de données encore non référencées dans le SI Data et participation à leur standardisation et déploiement.

    Participer activement à tous les process transverse de gestion IT au quotidien pour le SI Data : Gestion des identités, Conformité, Cartographie, Audit, Test d'intrusion, Remédiations des vulnérabilités, Plan de recours, Plan de tests et Plan de maintenance.

    Facilitation de l'usage des données dans l'entreprise dans un environnement de plus en plus hybride On-Premise, Cloud, SaaS

Profil et compétence : BAC +5 Master ou Ingénieur IT spécialité Data et IT

Compétences techniques : Python, Big Data,

La connaissance  d'outils de DataVIZ (Qlik serait un plus) ainsi que Dataiku ou des outils d'IA.

Gestion de  projet  indispensable .

Sens de l'analyse précise du contexte afin de trouver la solution  la plus efficace et pertinente

Vous êtes autonome , êtes doté(e) d'un bon relationnel notamment face à des interlocuteurs métiers et experts techniques variés. Être bien organisé. Faire preuve d'une grande rigueur .Vous avez une aisance naturelle pour le travail en équipe et avez l'habitude de vulgariser les demandes, faire comprendre avec pédagogie les contraintes métiers et des équipes IT.

Vous évoluez dans un environnement évoluant très rapidement. Aussi, vous êtes curieux.se, apprendre en permanence, La veille technologie est essentielle

Contraintes liées au poste : astreintes occasionnelles

Anglais : indispensable (travail avec les éditeurs)",,,,Bois Colombes,92,CDI,2 à 3 ans,Bac +5 et plus ou équivalents,,"Data engineer, Langages de programmation informatique, Programmation logicielleNoneNone",2024-07-04,Autres activités de soutien aux entreprises n.c.a.,,https://candidat.francetravail.fr/offres/recherche/detail/177KGLH,,,,,,,,France Travail
INFORMATIS TECHNOLOGY SYSTM,DEVELOPPEUR DATA SEMARCHY XDI (H/F), ,"Dans le cadre d'un important projet avec un groupe international, nous recherchons un Data Engineer.

Intégré au service informatique, vous seconder le chef de projet SI
- Vous rédiger les spécifications fonctionnelles et techniques
- Apporter son expérience dans la constitution des datamart et leu rangement, la gestion des accès.

Développer et recetter les flux d'alimentation du datalake (données brutes et Golden), dans le respect des bonnes pratiques.


Compétences requises :
De formation supérieure en informatique, vous avez une expérience de 4 ans minimum dans un poste équivalent avec une expérience opérationnelle en xDI Semarchy.",45000.0,60000.0,52500.0,Ancenis-Saint-Géréon,44,CDI,5 à 7 ans,,,"Application web, Concevoir une application web, Déterminer des mesures correctives, Recueillir et analyser les besoins client, Rédiger un cahier des charges, des spécifications techniquesNoneNone",2024-07-04,Conseil en systèmes et logiciels informatiques,,https://candidat.francetravail.fr/offres/recherche/detail/177JZTW,,,,,,,,France Travail
CREDIT AGRICOLE LEASING & FACTORING,Risk Data Analyst (H/F), ,"Vous avez une expérience significative en banque ou financements spécialisés, alliée à une bonne connaissance de la norme IFRS9 et réglementation en terme de gestion du risque de crédit ? Vous maitrisez SAS ? La gestion des projets n'a plus de secret pour vous ?

Si vous avez envie de rejoindre une entreprise citoyenne et dynamique...lisez ces quelques lignes !

 

Vos missions :


Vous rejoindrez la Direction des Contrôles, de la Conformité et des Risques (DCCR) du Groupe Crédit Agricole Leasing & Factoring (CAL&F).

Au sein du département Pilotage, Risques et modèles, vous intégrerez une équipe de 7 personnes et vous serez rattaché au responsable pilotage coût du risque et provisions. Ainsi, vous aurez l'occasion de développer une vision d'ensemble du processus de production des provisions et du pilotage du coût du risque de CAL&F Groupe.

Concrètement, vous serez amené à :

Prendre en charge les travaux de production mensuelle et trimestrielle de provisions et du coût du risque sur le périmètre France et international (collecte, contrôle, simulation, validation et production), avec respect du chrono de production ;
Réaliser le rapprochement des données entre les bases risques et la comptabilité, identifier et corriger le cas échéant les écarts ;
Contribuer à l'animation des différents comités et instances de restitution et de validation, notamment le comité de provisions et le comité des risques (France et international) ;
Produire des analyses trimestrielles d'évolution et de décomposition du coût du risque ;
Contribuer aux exercices semestriels d'atterrissage du coût du risque : travaux d'estimation du montant du coût du risque (J-15) en prenant en compte les différentes projections et hypothèses métiers ;
Prendre en charge les différentes demandes de reporting (récurrentes et ad-hoc), émanant de la Direction Risque Groupe (DRG) et les autorités de supervision (BCE, CACs, Audit, .) ;
Cartographier l'ensemble des processus de production de l'équipe, détecter les zones d'automatisation et/ou d'optimisation, prioriser en fonction de la criticité et la capacité à faire, définir la feuille de route des travaux nécessaires pour l'atteinte des objectifs fixés (do-it-yourself sous SAS ou projet IT ?), exécuter et suivre les projets ;
Mener des projets de mise en norme (interne Groupe ou réglementaire) sur le périmètre France et international (Nouveau Défaut, Forbearance, indicateurs d'alertes précoces, Ratings, Méthodes et paramètres de calcul de provisions, Data Quality, Recommandations BCE/Audit, .) ;
Etoffer et mettre à jour le corpus documentaire ;",,,,Montrouge,92,CDD,3 à 4 ans,Bac +5 et plus ou équivalents,,"Gestion des risques (Risk Management), Réaliser une veille documentaire, Réaliser un modèle de prévisionFaire preuve de rigueur et de précision, Prendre des initiatives et être force de propositionCapacité à initier, imaginer des propositions nouvelles pour résoudre les problèmes identifiés ou améliorer une situation. Être proactif.",2024-07-03,Autre distribution de crédit,,https://candidat.francetravail.fr/offres/recherche/detail/177JJVV,,,,,,,,France Travail
DCUBE,Senior Data Engineer (H/F), ,"La Data, c'est votre dada, vous êtes câblé(e) comme ça : vous aimez collecter et traiter des données pour les mettre à disposition des autres.

Votre mission, si vous l'acceptez :

- Comprendre et analyser des besoins métiers.
- Concevoir et réaliser des processus optimisés d'ingestion et de traitement de données dans des architectures lakehouse et data mesh.
- Organiser et urbaniser le stockage des données.
- Industrialiser des modèles de Machine Learning.
- Exposer des données via le développement d'APIs.
- Réaliser des tests de validation des traitements.

C'est comment être consultant(e) chez dcube :

Nos consultant.e.s sont toutes et tous en CDI, ils interviennent en mission chez nos clients, mais ils ont aussi le choix de travailler depuis les locaux de dcube ou depuis chez eux en télétravail ponctuel.

Ils travaillent parfois à plusieurs sur un projet, parfois en solo, mais ils peuvent toujours compter sur le soutien de leur manager référent et de leur lead practice pour échanger sur des sujets techniques et/ou humains !

Nos clients sont majoritairement des PME, mais 30% d'entre eux sont des grands groupes. Nous proposons à nos consultant.e.s des missions dans toutes sortes de secteurs : finance, assurances, BTP, médias, services...

Nos consultant.e.s sont fier.e.s de leur apporter leur expertise pour répondre à leurs problématiques techniques et métiers en leur proposant des solutions sur mesure.

Vous seriez parfait(e) pour rejoindre nos équipes si : 

- Vous êtes ceinture noire en Data Engineering avec une expérience d'au moins 5 ans. 
- Vous êtes rodé(e) à la mise en place de pipelines de données en mode batch et/ou streaming autour des technologies Snowflake, Databricks, Microsoft Fabrics ou Azure Synapse Analytics, DBT, Azure. 
- Vous avez un peu travaillé sur des architectures lakehouse et/ou data mesh. 
- Vous maîtrisez les principes de modélisation Data Vault et schéma en étoile.
- Quand votre grand-mère vous demande quel est votre métier, pour faire simple, vous répondez que vous êtes facilitateur(trice) de la vie des gens. Vous aimez rendre service en accompagnant les clients dans leur transformation, en leur apportant de la valeur et en les aidant à résoudre leurs problèmes grâce à votre savoir-faire technologique.

Bonus :
- Curieux(se) et gourmand(e), vous vous enfilez de grosses tartines d'Azure au petit déj. 
- Vous êtes une star du NoSQL, Machine Learning ou développement d'APIs 

Visitez notre site web !
dcube.fr",50000.0,80000.0,65000.0,Boulogne Billancourt,92,CDI,5 à 7 ans,,,"Application web, Concevoir une application web, Déterminer des mesures correctives, Réaliser un diagnostic technique, Rédiger un cahier des charges, des spécifications techniquesFaire preuve de rigueur et de précision, Travailler en équipeNone",2024-07-03,Conseil en systèmes et logiciels informatiques,,https://candidat.francetravail.fr/offres/recherche/detail/177JHDV,,,,,,,,France Travail
TAUW FRANCE,Data analyst (H/F), ,"TAUW France est un bureau d'études conseil en environnement, filiale française du groupe néerlandais TAUW, organisé autour de 5 établissements (Douai, Paris, Dijon, Lyon et Bordeaux). Implanté en France depuis 1994. TAUW France assiste et conseille les industriels, les aménageurs et les donneurs d'ordre publics afin de les accompagner dans toutes leurs démarches relatives à l'environnement sur le plan juridique, technique et économique. 

Nous sommes certifiés ISO9001 v2015, MASE et LNE.

Chez TAUW France, nous croyons en un monde dans lequel la nature et l'activité humaine coexistent en harmonie.  En travaillant ensemble, nous pouvons bâtir un avenir plus durable.

En collaboration avec notre Data Analyst confirmée vos principales missions seront :

-Collecter, nettoyer et traiter les données provenant des différentes sources de données de l'entreprise
-Analyser les données pour identifier des tendances, des corrélations et des anomalies.
-Concevoir et développer des tableaux de bord et des rapports pour présenter les résultats de manière claire et concise.
-Collaborer avec les équipes clients pour comprendre leurs besoins et recommander des solutions adaptées.

Profil recherché

-Maîtrise avancée des langages de programmation (SQL, Python, R, etc.).
-Bonnes connaissances en modélisation de données
-Expérience pratique en dashboarding (Tableau, Power BI, Dataiku, Qlikview,etc.).
-Fortes compétences analytiques et capacité à transformer les données brutes en insights exploitables.

CDD à pourvoir du 16/09/2024 au 15/03/2025",,,,Lyon,69,CDD,Débutant·e accepté·e,Bac +5 et plus ou équivalents,,"Adapter les outils de traitement statistique de données, Présenter et diffuser les résultats des études réalisées, Réaliser une étudeAvoir le sens du service, Faire preuve de rigueur et de précisionCapacité à identifier (voire anticiper) les besoins des usagers, clients (internes et externes) et à apporter une réponse adaptée afin de les satisfaire.",2024-07-03,"Ingénierie, études techniques",,https://candidat.francetravail.fr/offres/recherche/detail/177JDKM,,,,,,,,France Travail
